uuid,title,body/format,body/value,field_standards_framework,field_standards_hierarchy,field_standards_taxonomy,field_org_level_1,field_org_level_2,field_org_level_3,field_standard_ref,status
mathcc-2-md-4,CCSS.Math.Content.2.MD.4,basic_html,"<p>Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit. Relate addition and subtraction to length.</p>",14783,51037,16470,Grade 2,Measurement and Data,Measure and estimate lengths in standard units.,2.MD.4,TRUE
mathcc-2-md-5,CCSS.Math.Content.2.MD.5,basic_html,"<p>Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units, e.g., by using drawings (such as drawings of rulers) and equations with a symbol for the unknown number to represent the problem.</p>",14783,51037,16470,Grade 2,Measurement and Data,Measure and estimate lengths in standard units.,2.MD.5,TRUE
mathcc-2-md-6,CCSS.Math.Content.2.MD.6,basic_html,"<p>Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, ..., and represent whole-number sums and differences within 100 on a number line diagram. Work with time and money.</p>",14783,51037,16470,Grade 2,Measurement and Data,Measure and estimate lengths in standard units.,2.MD.6,TRUE
mathcc-2-md-7,CCSS.Math.Content.2.MD.7,basic_html,"<p>Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m.</p>",14783,51037,16470,Grade 2,Measurement and Data,Measure and estimate lengths in standard units.,2.MD.7,TRUE
mathcc-2-md-8,CCSS.Math.Content.2.MD.8,basic_html,"<p>Solve word problems involving dollar bills, quarters, dimes, nickels, and pennies, using $ and ¢ symbols appropriately. Example: If you have 2 dimes and 3 pennies, how many cents do you have? Represent and interpret data.</p>",14783,51037,16470,Grade 2,Measurement and Data,Measure and estimate lengths in standard units.,2.MD.8,TRUE
mathcc-2-md-9,CCSS.Math.Content.2.MD.9,basic_html,"<p>Generate measurement data by measuring lengths of several objects to the nearest whole unit, or by making repeated measurements of the same object. Show the measurements by making a line plot, where the horizontal scale is marked off in whole-number units.</p>",14783,51037,16470,Grade 2,Measurement and Data,Measure and estimate lengths in standard units.,2.MD.9,TRUE
mathcc-2-md-10,CCSS.Math.Content.2.MD.10,basic_html,"<p>Draw a picture graph and a bar graph (with single-unit scale) to represent a data set with up to four categories. Solve simple put together, take-apart, and compare problems4 using information presented in a bar graph.</p>",14783,51037,16470,Grade 2,Measurement and Data,Measure and estimate lengths in standard units.,2.MD.10,TRUE
mathcc-2-g-1,CCSS.Math.Content.2.G.1,basic_html,"<p>Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces.5 Identify triangles, quadrilaterals, pentagons, hexagons, and cubes.</p>",14783,51039,16470,Grade 2,Geometry,Reason with shapes and their attributes.,2.G.1,TRUE
mathcc-2-g-2,CCSS.Math.Content.2.G.2,basic_html,<p>Partition a rectangle into rows and columns of same-size squares and count to find the total number of them.</p>,14783,51039,16470,Grade 2,Geometry,Reason with shapes and their attributes.,2.G.2,TRUE
mathcc-2-g-3,CCSS.Math.Content.2.G.3,basic_html,"<p>Partition circles and rectangles into two, three, or four equal shares, describe the shares using the words halves, thirds, half of, a third of, etc., and describe the whole as two halves, three thirds, four fourths. Recognize that equal shares of identical wholes need not have the same shape. 4See Glossary, Table 1. 5Sizes are compared directly or visually, not compared by measuring.</p>",14783,51039,16470,Grade 2,Geometry,Reason with shapes and their attributes.,2.G.3,TRUE
mathcc-2-g-2,CCSS.Math.Content.2.G.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.2,TRUE
mathcc-2-g-3,CCSS.Math.Content.2.G.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.3,TRUE
mathcc-2-g-4,CCSS.Math.Content.2.G.4,basic_html,<p>Model with mathematics.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.4,TRUE
mathcc-2-g-5,CCSS.Math.Content.2.G.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.5,TRUE
mathcc-2-g-6,CCSS.Math.Content.2.G.6,basic_html,<p>Attend to precision.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.6,TRUE
mathcc-2-g-7,CCSS.Math.Content.2.G.7,basic_html,<p>Look for and make use of structure.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.7,TRUE
mathcc-2-g-8,CCSS.Math.Content.2.G.8,basic_html,<p>Look for and express regularity in repeated reasoning. Grade 3 Overview Mathematical Practices 1. Make sense of problems and persevere in solving them.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.8,TRUE
mathcc-2-g-2,CCSS.Math.Content.2.G.2,basic_html,<p>Reason abstractly and quantitatively.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.2,TRUE
mathcc-2-g-3,CCSS.Math.Content.2.G.3,basic_html,<p>Construct viable arguments and critique the reasoning of others.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.3,TRUE
mathcc-2-g-4,CCSS.Math.Content.2.G.4,basic_html,<p>Model with mathematics.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.4,TRUE
mathcc-2-g-5,CCSS.Math.Content.2.G.5,basic_html,<p>Use appropriate tools strategically.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.5,TRUE
mathcc-2-g-6,CCSS.Math.Content.2.G.6,basic_html,<p>Attend to precision.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.6,TRUE
mathcc-2-g-7,CCSS.Math.Content.2.G.7,basic_html,<p>Look for and make use of structure.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.7,TRUE
mathcc-2-g-8,CCSS.Math.Content.2.G.8,basic_html,<p>Look for and express regularity in repeated reasoning.</p>,14783,51040,16470,Grade 2,Geometry,Make sense of problems and persevere in solving them.,2.G.8,TRUE
mathcc-3-oa-1,CCSS.Math.Content.3.OA.1,basic_html,"<p>Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.</p>",14783,51042,16470,Grade 3,Operations and Algebraic Thinking,Represent and solve problems involving multiplication and division.,3.OA.1,TRUE
mathcc-3-oa-2,CCSS.Math.Content.3.OA.2,basic_html,"<p>Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.</p>",14783,51042,16470,Grade 3,Operations and Algebraic Thinking,Represent and solve problems involving multiplication and division.,3.OA.2,TRUE
mathcc-3-oa-3,CCSS.Math.Content.3.OA.3,basic_html,"<p>Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities,</p>",14783,51042,16470,Grade 3,Operations and Algebraic Thinking,Represent and solve problems involving multiplication and division.,3.OA.3,TRUE
mathcc-3-oa-4,CCSS.Math.Content.3.OA.4,basic_html,"<p>Determine the unknown whole number in a multiplication or division equation relating three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 × ? = 48, 5 = Í ÷ 3, 6 × 6 = ?. Understand properties of multiplication and the relationship between multiplication and division.</p>",14783,51043,16470,Grade 3,Operations and Algebraic Thinking,"e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",3.OA.4,TRUE
mathcc-3-oa-5,CCSS.Math.Content.3.OA.5,basic_html,"<p>Apply properties of operations as strategies to multiply and divide.2 Examples: If 6 × 4 = 24 is known, then 4 × 6 = 24 is also known. (Commutative property of multiplication.) 3 × 5 × 2 can be found by 3 × 5 = 15, then 15 × 2 = 30, or by 5 × 2 = 10, then 3 × 10 = 30. (Associative property of multiplication.) Knowing that 8 × 5 = 40 and 8 × 2 = 16, one can find 8 × 7 as 8 × (5 + 2) = (8 × 5) + (8 × 2) = 40 + 16 = 56. (Distributive property.)</p>",14783,51043,16470,Grade 3,Operations and Algebraic Thinking,"e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",3.OA.5,TRUE
mathcc-3-oa-6,CCSS.Math.Content.3.OA.6,basic_html,"<p>Understand division as an unknown-factor problem. For example, find 32 ÷ 8 by finding the number that makes 32 when multiplied by 8. Multiply and divide within 100.</p>",14783,51043,16470,Grade 3,Operations and Algebraic Thinking,"e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",3.OA.6,TRUE
mathcc-3-oa-7,CCSS.Math.Content.3.OA.7,basic_html,"<p>Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 × 5 = 40, one knows 40 ÷ 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers. Solve problems involving the four operations, and identify and explain patterns in arithmetic.</p>",14783,51043,16470,Grade 3,Operations and Algebraic Thinking,"e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",3.OA.7,TRUE
mathcc-3-oa-8,CCSS.Math.Content.3.OA.8,basic_html,<p>Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.3</p>,14783,51043,16470,Grade 3,Operations and Algebraic Thinking,"e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",3.OA.8,TRUE
mathcc-3-oa-9,CCSS.Math.Content.3.OA.9,basic_html,"<p>Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations. For example, observe that 4 times a number is always even, and explain why 4 times a number can be decomposed into two equal addends. 1See Glossary, Table 2. 2Students need not use formal terms for these properties. 3This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conven tional order when there are no parentheses to specify a particular order (Order of Operations).</p>",14783,51043,16470,Grade 3,Operations and Algebraic Thinking,"e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",3.OA.9,TRUE
mathcc-3-nbt-2,CCSS.Math.Content.3.NBT.2,basic_html,"<p>Fluently add and subtract within 1000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction.</p>",14783,51002,16470,Grade 3,Number and Operations in Base Ten,Use place value understanding to round whole numbers to the nearest 10 or 100.,3.NBT.2,TRUE
mathcc-3-nbt-3,CCSS.Math.Content.3.NBT.3,basic_html,"<p>Multiply one-digit whole numbers by multiples of 10 in the range 10–90 (e.g., 9 × 80, 5 × 60) using strategies based on place value and properties of operations.</p>",14783,51002,16470,Grade 3,Number and Operations in Base Ten,Use place value understanding to round whole numbers to the nearest 10 or 100.,3.NBT.3,TRUE
